Company_ID,Date,Industry_Sector,Total_Assets,Total_Liabilities,Current_Assets,Current_Liabilities,Net_Income,Revenue,Operating_Income,Cash_Flow,Debt_Equity_Ratio,Return_on_Assets,Working_Capital_Ratio,Stock_Price_Close,Volatility_Index,GDP_Growth_Rate,Interest_Rate,Inflation_Rate,Financial_Risk_Label
C5743,2022-12-31,Retail,953430348.62,683512204.48,282308410.63,59160573.91,176722880.28,465799108.97,23289955.448500004,176805075.81,2.53,0.1854,4.77,887.04,32.55,6.92,9.52,3.16,1
C1750,2020-12-31,Finance,56647343.7,18180285.83,25884800.75,12150212.51,9742624.48,598329.87,107699.3766,9827114.92,0.47,0.172,2.13,264.98,56.48,-4.87,1.25,4.34,0
C3996,2021-03-31,Healthcare,961256102.07,722027585.25,98636734.01,56984815.41,89705260.44,167922869.53,23509201.7342,89799448.44,3.02,0.0933,1.73,41.41,52.63,1.8,5.88,6.17,1
C2163,2020-06-30,Finance,695462557.63,132771813.85,235433002.83,147910570.55,43980647.31,79992218.35,21597898.9545,43994581.080000006,0.24,0.0632,1.59,705.38,56.27,-1.92,3.83,4.04,0
C5554,2021-12-31,Retail,613971283.29,81636858.26,59822042.83,47120555.44,104983252.32,154223443.95,46267033.185,104942295.06,0.15,0.171,1.27,733.03,43.49,6.2,4.45,2.71,0
C2466,2017-12-31,Healthcare,216700446.24,167399717.46,32516762.29,31589726.78,27286260.02,19213162.1,3650500.799,27362712.88,3.4,0.1259,1.03,563.87,16.63,-0.7,2.64,1.88,1
C4885,2019-09-30,Energy,930806467.66,622591421.67,429690053.04,107441181.62,53121301.13,273109585.98,68277396.495,53038323.650000006,2.02,0.0571,4.0,324.33,26.25,8.03,7.58,5.55,0
C1574,2015-12-31,Technology,389497106.38,302786660.35,16138431.32,15892206.71,65767634.13,168754820.97,43876253.4522,65840006.870000005,3.49,0.1689,1.02,816.08,54.98,1.91,9.42,3.69,1
C1478,2015-06-30,Retail,498104404.93,213742302.99,214063122.98,158265267.2,96226531.83,101009289.73,17171579.254100002,96249599.57,0.75,0.1932,1.35,456.05,30.98,0.11,8.4,4.73,0
C2210,2024-06-30,Energy,491493041.9,311476828.55,95290642.27,91207655.87,44001806.25,226092172.94,36174747.6704,44005036.1,1.73,0.0895,1.04,958.29,43.75,-2.76,6.19,2.58,0
C1369,2019-09-30,Retail,290182535.14,26486076.97,7992249.06,7338947.08,35930691.5,23379636.64,5143520.0608,36030469.64,0.1,0.1238,1.09,789.09,32.33,7.21,7.57,1.62,0
C1915,2023-12-31,Manufacturing,922832363.85,383239754.64,341681368.35,226367909.11,123582320.69,238631220.63,50112556.3323,123593195.59,0.71,0.1339,1.51,639.55,35.26,-1.66,7.09,3.69,0
C4484,2015-03-31,Finance,138606691.6,50713373.14,33631064.1,4794140.79,8638267.88,60920758.42,3655245.5052,8642999.63,0.58,0.0623,7.02,782.75,58.39,4.87,0.88,6.03,0
C2103,2021-06-30,Finance,397245201.41,260659299.79,65425743.97,3079206.6,-332983.81,170719116.26,51215734.878,-406424.04,1.91,-0.0008,21.25,66.73,55.72,-3.49,2.67,6.61,1
C4289,2023-06-30,Healthcare,612015725.12,153280595.95,275023610.48,241938845.25,36849191.54,66281428.81,19221614.3549,36843905.28,0.33,0.0602,1.14,997.64,22.69,-3.48,0.57,3.19,0
C4897,2015-03-31,Retail,502416630.97,305411826.13,19925890.15,8168705.6,53396275.41,27628437.98,5801971.9758,53444027.09,1.55,0.1063,2.44,641.29,13.71,-4.9,8.09,4.43,0
C2871,2015-06-30,Energy,30824671.18,20928730.65,10928283.75,4414654.03,4709285.25,915841.17,119059.3521,4677655.2,2.11,0.1528,2.48,109.35,47.08,6.66,6.04,3.93,0
C3112,2017-03-31,Energy,126169023.01,97989282.92,24852976.53,19206094.77,4783747.71,33665194.37,3029867.4933,4845493.24,3.48,0.0379,1.29,172.22,45.3,-2.74,8.28,4.52,1
C4750,2015-12-31,Manufacturing,359876570.34,284026455.14,12624895.94,4469063.23,39515845.43,111774596.65,27943649.1625,39563178.05,3.74,0.1098,2.82,689.59,58.72,3.98,0.56,5.32,1
C2714,2015-03-31,Healthcare,120709719.77,90473318.16,13768561.16,4883388.88,23615299.78,52352556.84,3141153.4104,23524673.09,2.99,0.1956,2.82,819.75,13.52,7.78,9.28,1.17,1
C2029,2017-12-31,Technology,751844973.77,575241663.3,5046509.55,241102.86,77325963.52,321822542.73,96546762.819,77289968.57,3.26,0.1028,20.93,41.18,19.78,8.16,4.93,6.97,1
C5681,2017-06-30,Finance,666191599.78,47376911.43,111450586.46,763426.84,105486386.88,28555371.16,5711074.232000001,105455109.95,0.08,0.1583,145.99,464.19,24.62,6.08,3.65,6.01,0
C2179,2024-12-31,Finance,81874956.14,57111070.35,22384216.42,7407084.2,-988222.71,19376309.61,3487735.7298,-1020909.47,2.31,-0.0121,3.02,486.9,15.04,8.83,2.95,7.64,1
C5120,2017-09-30,Finance,495531289.24,127416090.43,13773766.94,1696066.05,17943709.25,46115586.1,3228091.027,17859807.21,0.35,0.0362,8.12,301.48,37.36,3.61,3.24,1.56,0
C1481,2020-09-30,Finance,670978024.0,148462348.19,147677740.7,104835721.4,90242735.99,134657767.38,13465776.738,90239564.48,0.28,0.1345,1.41,273.62,22.77,-0.1,7.21,4.48,0
C4371,2024-12-31,Finance,752610258.3,295597232.94,31046874.36,1045076.76,30550534.31,230440258.4,36870441.344,30570900.54,0.65,0.0406,29.71,90.35,51.39,5.19,6.56,2.21,0
C4705,2020-12-31,Manufacturing,57453776.86,44218873.62,25966113.85,369548.13,9843747.52,14925049.25,2686508.865,9777223.72,3.34,0.1713,70.26,200.71,24.05,3.34,5.09,2.93,1
C5007,2018-03-31,Finance,87100982.07,29761928.11,34670475.57,5025088.02,1097447.55,20603576.29,3708643.7322,1100105.63,0.52,0.0126,6.9,505.61,54.49,0.89,0.82,1.07,0
C1952,2020-12-31,Finance,90563575.87,49743626.45,20757525.42,18288812.71,15479370.52,34241945.2,8560486.3,15553471.34,1.22,0.1709,1.13,784.66,36.34,-1.03,7.98,3.22,0
C5212,2024-09-30,Manufacturing,867446589.42,606857612.89,191212221.18,173746930.32,89722637.56,153389485.11,36813476.4264,89677832.15,2.33,0.1034,1.1,409.31,49.88,2.37,1.72,7.68,0
C5262,2017-06-30,Energy,117009879.35,21818982.98,24970290.51,18113511.39,4877218.09,37456254.04,4494750.4848,4942124.54,0.23,0.0417,1.38,309.2,51.12,-0.17,5.71,6.54,0
C3820,2022-06-30,Energy,836445750.1,233577850.59,296023047.97,156165683.17,73109084.01,124168002.92,8691760.204400001,73047569.63000001,0.39,0.0874,1.9,568.57,46.43,-4.45,4.1,2.16,0
C2490,2024-12-31,Finance,755340477.18,585606989.89,31711228.93,12647585.9,136236818.63,275081019.99,74271875.3973,136321414.26,3.45,0.1804,2.51,415.55,44.68,5.64,6.49,3.28,1
C1726,2017-06-30,Healthcare,400292835.7,136451144.81,131778931.16,33865000.68,79473471.77,65961595.59,5276927.6472000005,79437982.58,0.52,0.1985,3.89,856.69,25.7,4.17,9.39,2.82,0
C2221,2016-03-31,Manufacturing,909200220.32,225626131.1,400707105.44,151391900.8,67316283.94,61540479.55,17231334.274,67368621.34,0.33,0.074,2.65,229.52,46.39,-3.44,5.48,2.78,0
C2944,2016-06-30,Healthcare,70094789.69,23929176.46,20609314.65,18634976.94,10771086.23,5678430.14,511058.7126,10672718.3,0.52,0.1537,1.11,689.38,10.87,-2.92,6.53,2.05,0
C5502,2016-12-31,Manufacturing,528030300.43,293617914.29,154164692.3,48299393.57,61060967.41,72488977.99,21021803.6171,60993179.25,1.25,0.1156,3.19,612.25,33.01,0.17,5.2,1.83,0
C2349,2016-12-31,Technology,789003980.93,569042258.0,300053656.56,102608954.53,114506264.39,209088173.01,58544688.4428,114547640.58,2.59,0.1451,2.92,154.49,13.9,3.16,3.97,2.18,1
C3320,2023-12-31,Technology,222667781.04,19655306.67,32124319.79,27032677.75,24946331.77,10331836.86,2996232.6894,24954231.59,0.1,0.112,1.19,419.62,49.21,3.41,9.01,5.92,0
C5557,2022-12-31,Energy,515791231.08,137640011.56,46701475.1,21891794.78,43257010.29,81247351.63,16249470.326,43182675.85,0.36,0.0839,2.13,973.42,20.6,4.19,4.32,1.07,0
C3407,2015-09-30,Energy,876907284.99,656288476.57,83221758.6,54469532.71,158792572.71,208312075.38,27080569.7994,158873703.15,2.97,0.1811,1.53,261.58,20.36,8.21,6.52,2.3,1
C1967,2023-09-30,Technology,825339041.48,588904954.19,253879638.19,158398216.65,61866634.39,291824345.83,49610138.7911,61915731.76,2.49,0.075,1.6,968.67,51.12,2.76,9.8,5.25,0
C4133,2022-03-31,Manufacturing,531435162.85,419528978.75,91245115.46,85333916.66,12070526.56,156808394.07,14112755.4663,12146364.64,3.75,0.0227,1.07,726.27,53.75,5.39,6.89,4.7,1
C2795,2024-09-30,Manufacturing,479435365.25,367326189.65,81802176.97,58867033.37,65202419.93,208310357.25,27080346.442500003,65113635.37,3.28,0.136,1.39,970.78,28.12,-2.09,9.18,2.33,1
C1746,2021-06-30,Healthcare,131833136.01,8460194.35,42414832.16,14550630.26,7731282.83,55385328.8,7753946.032000001,7757719.23,0.07,0.0586,2.91,539.39,23.15,-0.03,9.46,3.32,0
C3671,2019-12-31,Energy,738840670.51,586446892.52,361406467.33,112541614.03,141987525.54,150655705.7,22598355.855,142053855.54,3.85,0.1922,3.21,792.84,33.74,1.71,9.7,3.86,1
C4659,2024-06-30,Energy,305128988.52,38325826.14,103854211.95,86761843.98,8525962.5,135497952.08,27099590.416000005,8580594.46,0.14,0.0279,1.2,694.72,54.17,-4.1,9.88,7.16,0
C3684,2015-03-31,Technology,958432382.38,115093477.51,295466814.87,9132887.05,123703881.49,94621679.18,23655419.795,123657817.7,0.14,0.1291,32.35,404.06,35.79,4.15,3.34,2.1,0
C1152,2024-12-31,Retail,870524978.15,337051123.25,300627249.03,124988405.66,62087903.74,389692881.84,109114006.9152,62124347.78,0.63,0.0713,2.41,838.65,28.02,1.51,8.3,3.79,0
C3311,2017-06-30,Healthcare,485903728.72,205591055.69,164201024.11,31933269.94,55101732.31,26683854.0,3202062.48,55004753.900000006,0.73,0.1134,5.14,456.14,18.76,-3.55,3.77,1.55,0
C3005,2021-06-30,Energy,525314143.89,420059148.96,70781447.72,32802162.13,79066203.43,122710276.86,15952335.9918,78990329.46000001,3.99,0.1505,2.16,515.49,37.59,-1.51,3.67,3.09,1
C5912,2018-06-30,Healthcare,879314050.61,618460892.9,337891570.09,5987070.44,35641396.8,348371241.54,87092810.385,35638381.16,2.37,0.0405,56.44,838.89,52.72,7.22,7.69,6.76,0
C2493,2019-06-30,Energy,631408494.85,382229523.0,161013282.65,69253744.82,9777918.79,37956473.89,7211730.039100001,9800645.54,1.53,0.0155,2.32,984.83,52.89,7.67,3.22,3.88,0
C5360,2021-06-30,Finance,688974229.16,315675465.09,82090800.93,8918144.75,33110700.24,314997180.47,34649689.8517,33097054.29,0.85,0.0481,9.2,443.7,56.22,-3.27,5.05,6.67,0
C5186,2018-06-30,Finance,125337300.78,99606497.54,17473361.55,17122445.69,16872742.59,42871415.65,12003996.382,16949921.86,3.87,0.1346,1.02,231.01,44.84,2.57,5.18,1.1,1
C4924,2016-09-30,Technology,872329779.22,382773665.0,376008281.62,96176254.52,119165839.21,180195927.23,14415674.1784,119142225.71,0.78,0.1366,3.91,343.19,26.08,4.41,4.36,1.79,0
C2457,2019-09-30,Healthcare,674050746.52,298355714.58,244305995.92,184676529.06,25375794.26,53563161.41,15533316.8089,25312939.41,0.79,0.0376,1.32,467.44,59.14,1.26,5.39,6.59,0
C4235,2020-03-31,Manufacturing,23691326.88,18741599.38,2840072.91,2645016.91,1296610.94,2040414.64,306062.196,1261412.22,3.79,0.0547,1.07,952.05,48.56,-1.89,5.63,5.69,1
C5529,2015-12-31,Finance,734227376.8,63259528.2,94327350.35,45810234.74,7389460.49,268486774.75,32218412.97,7410218.430000001,0.09,0.0101,2.06,901.86,22.66,6.2,6.52,2.26,0
C2276,2017-12-31,Retail,622624324.49,344236917.8,277820941.75,253665128.8,16683651.67,141329641.95,40985596.16549999,16775605.49,1.24,0.0268,1.1,194.08,32.19,-0.82,8.01,6.97,0
C2074,2019-03-31,Finance,295851708.23,217791323.67,122310841.08,520086.71,29862777.48,40693429.8,8545620.258,29863305.45,2.79,0.1009,235.17,26.06,46.39,-0.87,2.97,1.22,1
C3708,2016-03-31,Technology,63779849.04,47214102.07,5602356.06,498787.36,2134148.89,15462123.32,3865530.83,2087572.72,2.85,0.0335,11.23,393.3,17.05,-0.63,9.07,5.77,1
C2973,2022-09-30,Technology,654703284.38,388521522.65,205024256.1,192574062.73,50769273.3,181751629.84,52707972.6536,50849201.31,1.46,0.0775,1.06,35.65,27.61,6.08,0.51,7.04,0
C4032,2020-06-30,Manufacturing,961749211.87,489489174.48,362421549.54,178992549.06,102006146.31,473143192.19,94628638.438,102014530.72,1.04,0.1061,2.02,874.06,32.46,2.1,7.25,2.12,0
C3044,2024-03-31,Retail,975748947.81,326088011.13,365863569.1,251148400.92,5151841.21,269737297.65,32368475.717999995,5157591.14,0.5,0.0053,1.46,884.65,41.51,3.91,6.89,4.7,0
C5777,2019-03-31,Energy,515841725.89,378494939.84,56904677.14,13858614.99,55529935.07,147296187.63,14729618.763,55533754.36,2.76,0.1076,4.11,912.04,39.2,6.78,7.86,3.7,1
C2139,2019-03-31,Healthcare,912511191.07,524215070.71,394087867.59,6771179.09,14559997.65,94012784.17,18802556.834000003,14478481.83,1.35,0.016,58.2,931.89,47.43,7.11,6.05,5.42,0
C3521,2016-03-31,Manufacturing,298873182.77,227962470.15,44422962.32,17874863.54,24663128.26,3452465.46,552394.4736,24630797.82,3.21,0.0825,2.49,75.35,50.56,5.68,3.19,2.82,1
C1924,2018-06-30,Manufacturing,76230315.81,13151318.03,5401039.81,254368.05,-241997.5,19463542.85,4476614.8555000005,-145345.88,0.21,-0.0032,21.23,159.9,44.91,3.31,5.04,6.05,1
C3545,2016-03-31,Energy,370157350.96,266965309.17,131206628.34,116710322.9,13739530.56,157170155.1,25147224.816,13835743.74,2.59,0.0371,1.12,595.68,34.37,8.88,4.12,6.24,1
C5825,2018-03-31,Retail,458456881.9,153926105.73,66685208.15,5566971.37,59879028.18,138087817.65,33141076.236,59885452.65,0.51,0.1306,11.98,513.35,22.2,0.97,5.59,1.51,0
C2838,2021-03-31,Healthcare,765838061.57,16749018.32,73012754.4,52012860.22,21952521.46,283895020.49,51101103.6882,22028844.44,0.02,0.0287,1.4,15.11,49.22,3.58,4.95,2.02,0
C1015,2019-06-30,Finance,911327560.94,519617045.41,404703534.08,171957078.05,120174706.11,107330501.63,25759320.3912,120191052.81,1.33,0.1319,2.35,483.54,44.63,3.29,7.77,7.01,0
C3724,2024-09-30,Energy,866567829.06,360213833.82,230843691.02,214860578.21,52000584.64,268245540.76,24142098.6684,51973220.1,0.71,0.06,1.07,198.78,20.07,4.92,3.22,2.76,0
C5391,2019-03-31,Finance,189478617.18,99695571.22,81068021.14,50274314.08,-728453.22,61581491.73,11700483.4287,-722835.51,1.11,-0.0038,1.61,309.61,41.32,-4.75,5.42,3.3,1
C5431,2023-12-31,Retail,347575687.77,230889075.07,44247105.11,4891828.96,30273979.36,150277744.97,19536106.8461,30341271.99,1.98,0.0871,9.05,118.02,30.36,2.33,4.25,7.21,0
C2112,2019-09-30,Manufacturing,770646296.48,553530668.06,70423811.37,20936411.77,-329100.62,330071209.56,95720650.7724,-373211.48,2.55,-0.0004,3.36,387.63,31.45,1.15,4.23,4.33,1
C3918,2022-06-30,Finance,128096299.34,99924763.34,36480079.47,25508370.45,8908541.27,28382907.09,6528068.630700001,8981609.889999999,3.55,0.0695,1.43,960.67,59.5,3.93,1.33,5.05,1
C1210,2015-12-31,Retail,327121617.39,154601122.18,73364616.63,54911931.13,17450875.12,28215186.98,6489493.0054,17427700.560000002,0.9,0.0533,1.34,565.79,57.05,2.26,1.95,3.99,0
C1452,2020-09-30,Technology,892686231.21,105512951.24,51673930.87,51662916.67,147290392.64,311318211.2,46697731.68,147361185.23,0.13,0.165,1.0,923.16,46.62,0.97,6.04,1.69,0
C2018,2023-06-30,Energy,819326283.51,616301963.93,271211467.37,84277340.95,70963247.15,79779993.56,21540598.261200003,70996363.46000001,3.04,0.0866,3.22,88.99,28.35,3.07,8.07,7.44,1
C4799,2016-09-30,Technology,637206769.79,489213624.4,262722134.67,227365695.66,26807436.04,147089797.91,23534367.6656,26799521.35,3.31,0.0421,1.16,203.71,52.17,-0.02,5.01,3.54,1
C1929,2023-09-30,Technology,543394165.44,158550046.68,56275117.93,36499717.05,41391233.41,208498323.61,41699664.722,41312084.73,0.41,0.0762,1.54,353.6,23.49,-2.75,8.1,3.65,0
C5522,2015-06-30,Finance,278025486.78,133621658.36,49157582.96,41790097.47,45479430.89,30373629.25,6378462.1425,45545489.56,0.93,0.1636,1.18,900.53,31.37,8.61,7.54,3.08,0
C1153,2022-06-30,Finance,40927651.59,11632407.56,8209492.54,1354021.11,2160964.05,19128407.13,4973385.8538,2150148.84,0.4,0.0528,6.06,711.34,17.59,6.29,5.02,6.06,0
C5322,2024-12-31,Manufacturing,376340729.07,118945118.71,177230556.18,161290070.7,12826307.64,46264736.27,8790299.8913,12837909.46,0.46,0.0341,1.1,83.19,55.7,6.61,8.07,5.84,0
C3416,2021-12-31,Healthcare,577096916.56,254770151.52,258761618.11,223301744.41,82360978.21,50534645.54,12633661.385,82383828.19999999,0.79,0.1427,1.16,817.51,56.92,1.75,7.57,7.81,0
C4258,2016-12-31,Energy,817784960.79,519068056.8,401214162.6,104095416.76,10975796.0,213756189.82,61989295.0478,10916239.53,1.74,0.0134,3.85,546.18,30.48,4.36,4.64,7.92,0
C5053,2022-12-31,Energy,12045422.65,5246435.66,5598417.88,4761367.0,-653452.76,1984957.86,258044.5218,-582932.12,0.77,-0.0542,1.18,801.16,58.28,2.81,0.63,7.32,1
C3590,2022-06-30,Energy,818729736.2,286553484.3,399693901.72,1843371.02,150661229.88,267121011.94,56095412.5074,150729305.04,0.54,0.184,216.83,628.65,11.74,8.58,8.8,4.64,0
C4968,2018-09-30,Technology,673164918.32,100801337.0,229508135.72,14706772.67,115558742.14,277701807.37,24993162.6633,115546729.71,0.18,0.1717,15.61,257.99,16.16,-4.8,3.38,7.57,0
C1076,2017-09-30,Finance,884909135.66,695658161.34,396171900.08,174980252.73,170113526.85,180072052.88,14405764.2304,170081715.15,3.68,0.1922,2.26,998.43,41.3,0.1,6.43,4.0,1
C4683,2016-12-31,Healthcare,195595141.47,68661139.92,35233669.29,16201305.19,12134740.79,57532576.6,15533795.682000002,12051124.95,0.54,0.062,2.17,296.52,23.32,3.16,8.98,6.74,0
C4813,2022-03-31,Finance,161675614.56,124276322.09,46310416.72,19343408.17,21124908.53,11785355.29,1885656.8464,21169102.05,3.32,0.1307,2.39,940.82,32.33,4.46,4.59,4.67,1
C1891,2022-09-30,Finance,482258998.53,105134414.59,161108746.52,101158425.49,43655684.72,57591331.78,5183219.8602,43623564.62,0.28,0.0905,1.59,909.17,47.69,8.37,8.5,4.21,0
C2841,2019-03-31,Healthcare,12136160.17,263344.19,3136029.81,2124333.12,209063.15,3716040.65,966170.569,268180.01,0.02,0.0172,1.48,884.66,17.96,-1.63,6.08,6.07,0
C3208,2021-03-31,Technology,269240780.64,200710802.09,16249172.7,10046985.35,42499121.76,124177632.03,21110197.4451,42490659.8,2.93,0.1578,1.62,828.47,19.79,1.93,6.56,5.9,1
C1494,2018-12-31,Healthcare,122024568.22,74348335.14,12279692.6,248328.5,5998013.0,17939295.26,4484823.815,6046492.26,1.56,0.0492,49.45,89.26,26.3,-1.23,6.16,4.79,0
C2461,2020-06-30,Manufacturing,789053609.42,580146412.05,25969668.46,13772604.87,100592835.49,6993040.11,699304.011,100505347.81,2.78,0.1275,1.89,293.92,20.27,2.3,6.73,6.9,1
C1260,2015-03-31,Technology,737459869.66,557488382.73,277325136.61,130660472.86,88297419.4,112821493.97,5641074.6985,88268141.98,3.1,0.1197,2.12,407.81,46.65,7.89,9.65,3.46,1
C1943,2021-03-31,Finance,784206403.92,127907984.8,120511883.08,15975020.89,96178853.38,221197853.53,57511441.9178,96272922.12,0.19,0.1226,7.54,983.73,15.36,3.3,8.0,5.61,0
C4750,2015-12-31,Manufacturing,359876570.34,284026455.14,12624895.94,4469063.23,39515845.43,111774596.65,27943649.1625,39563178.05,3.74,0.1098,2.82,689.59,58.72,3.98,0.56,5.32,1
C3182,2022-09-30,Manufacturing,781082325.44,211216429.19,211123906.83,43806859.21,38474525.1,56640289.27,9062446.2832,38518502.14,0.37,0.0493,4.82,879.79,37.23,4.78,3.03,2.41,0
C1455,2023-12-31,Manufacturing,552072081.62,332345314.33,150984749.84,9420486.48,80176643.03,217079997.21,36903599.5257,80164454.91,1.51,0.1452,16.03,255.67,42.21,8.23,6.73,6.4,0
C1354,2022-09-30,Technology,409644789.11,17062910.39,169898279.03,97294788.95,63093152.59,138191571.03,22110651.3648,63132885.88,0.04,0.154,1.75,19.68,26.99,6.67,7.75,7.21,0
C3524,2019-09-30,Healthcare,216076120.0,86831548.67,86613712.31,57197806.03,3607431.84,98570978.13,12814227.1569,3592340.75,0.67,0.0167,1.51,693.92,33.06,3.82,5.04,3.15,0
C5041,2019-09-30,Healthcare,801843420.63,396115811.37,18003580.71,5256326.59,40752450.57,225056998.65,24756269.8515,40811388.62,0.98,0.0508,3.43,241.91,32.55,1.33,1.18,3.73,0
C3277,2017-09-30,Manufacturing,742136265.9,353200257.18,328623164.29,105832132.11,99621816.94,24082460.51,1926596.8408,99709508.43,0.91,0.1342,3.11,545.36,47.72,8.04,9.37,1.63,0
C3880,2019-09-30,Healthcare,356694478.66,271202722.4,177942469.9,166033625.67,24007595.6,43294400.44,7360048.0748,24064556.15,3.17,0.0673,1.07,273.79,30.33,-2.73,7.17,6.16,1
C5602,2015-12-31,Energy,183560317.85,102362699.77,76858549.62,69732673.49,8236052.87,91495492.25,15554233.6825,8186354.51,1.26,0.0449,1.1,723.26,45.65,4.21,1.88,1.22,0
C5976,2016-12-31,Finance,83880307.88,66458831.0,6230806.73,5078862.08,5624285.68,26007619.87,4681371.5766,5535526.359999999,3.81,0.0671,1.23,907.14,55.02,-0.53,1.77,1.71,1
C1818,2022-09-30,Finance,884020419.36,687563363.05,343482545.81,304734016.28,86382090.81,152753048.88,45825914.664,86301642.79,3.5,0.0977,1.13,958.41,31.54,-4.66,8.13,4.11,1
C4634,2020-06-30,Technology,53217913.18,11586512.41,16638753.5,12674955.42,1816543.52,20777742.55,2701106.5315,1749354.03,0.28,0.0341,1.31,144.72,50.91,-1.45,2.59,7.18,0
C1490,2022-09-30,Technology,234202298.18,32834417.44,98242028.95,60059148.8,23335385.73,29301226.8,4688196.288000001,23359398.29,0.16,0.0996,1.64,76.52,28.04,-1.41,6.64,5.24,0
C5191,2020-12-31,Finance,215009254.06,157358417.61,4049067.38,2417820.54,37776290.82,84529221.35,9298214.3485,37783768.77,2.73,0.1757,1.67,66.76,23.95,0.77,1.21,2.17,1
C2086,2023-03-31,Energy,670466898.78,359358955.66,263306412.72,162483613.04,118238033.03,237788730.93,66580844.66040001,118288120.39,1.16,0.1764,1.62,740.01,53.02,4.84,2.21,1.58,0
C2528,2024-06-30,Energy,684551945.76,544756534.73,113028036.63,90395002.9,39148878.01,166989853.76,16698985.376,39151434.95,3.9,0.0572,1.25,462.0,11.95,0.73,1.1,4.15,1
C1565,2016-09-30,Retail,166398159.56,19373819.8,26695858.04,7924152.19,-21741.25,47289513.33,12768168.5991,-13969.92,0.13,-0.0001,3.37,68.49,39.98,2.27,9.12,3.54,1
C2587,2023-09-30,Technology,197721527.7,31355245.88,51751314.04,28786606.66,-858933.58,49556354.76,10902398.0472,-823231.23,0.19,-0.0043,1.8,850.63,54.77,4.34,5.08,2.43,1
C5884,2016-03-31,Energy,933414700.45,422554515.56,110877791.86,72350270.18,47181578.62,397045651.51,27793195.6057,47129544.5,0.83,0.0505,1.53,784.62,30.88,-2.62,9.95,4.2,0
C2025,2016-06-30,Technology,807503785.84,624557281.32,251399778.02,160462768.62,75269616.35,217691779.9,15238424.593000002,75239533.97,3.41,0.0932,1.57,509.76,23.75,0.4,9.73,1.04,1
C1617,2020-03-31,Energy,778051435.54,157437044.88,328598186.27,93756981.75,93448045.97,377737647.52,109543917.78079998,93434972.57,0.25,0.1201,3.5,72.18,55.13,-3.1,9.27,6.13,0
C1931,2024-03-31,Retail,915630837.53,424460644.67,70723584.35,32028292.5,76941533.59,136642762.33,12297848.6097,76894272.7,0.86,0.084,2.21,557.75,44.29,9.69,2.55,2.43,0
C5296,2017-12-31,Manufacturing,534212320.2,271239909.77,109686557.38,70019709.77,87284180.07,168527796.41,15167501.6769,87248921.5,1.03,0.1634,1.57,963.42,28.09,7.45,1.83,7.9,0
C2407,2023-09-30,Retail,404146612.72,145895037.73,87254544.77,84948144.48,30102318.83,19503028.43,2340363.4116,30194336.51,0.56,0.0745,1.03,431.11,25.8,-0.34,0.59,5.43,0
C1894,2022-06-30,Finance,865732710.32,686252089.12,428548203.18,341440093.46,80079230.15,77132679.87,15426535.974,80101304.68,3.82,0.0925,1.26,319.85,40.84,-3.25,6.52,7.28,1
C2908,2021-12-31,Finance,387610117.81,46334769.84,46547724.22,11092902.81,62632337.25,133218474.67,37301172.9076,62594316.17,0.14,0.1616,4.2,882.25,53.19,1.72,6.48,5.19,0
C3660,2021-03-31,Finance,490382936.4,83693574.63,132113000.15,4863962.45,55150914.96,119973159.01,34792216.1129,55114905.67,0.21,0.1125,27.16,26.65,48.01,-2.48,5.67,2.5,0
C2112,2019-09-30,Manufacturing,770646296.48,553530668.06,70423811.37,20936411.77,-329100.62,330071209.56,95720650.7724,-373211.48,2.55,-0.0004,3.36,387.63,31.45,1.15,4.23,4.33,1
C5446,2017-09-30,Technology,59401439.62,11338941.74,1964328.89,648795.37,-641461.17,1243850.79,136823.5869,-665704.05,0.24,-0.0108,3.03,401.32,27.54,2.7,9.18,4.21,1
C2614,2021-03-31,Technology,581331905.97,227694015.29,98437744.1,44297916.73,89981950.34,266466981.8,21317358.544,89941876.22,0.64,0.1548,2.22,193.18,31.77,2.96,7.35,7.13,0
C3672,2021-03-31,Retail,861858949.88,514690359.77,46166367.52,7423671.49,5498761.35,15251070.22,3050214.044,5414162.14,1.48,0.0064,6.22,140.51,22.22,3.3,2.67,3.77,0
C2603,2017-12-31,Manufacturing,838268619.16,233080278.14,255006081.01,119514561.45,149597521.14,27974534.39,8112614.9731,149589940.04,0.39,0.1785,2.13,483.99,51.39,4.99,9.56,4.83,0
C3874,2020-03-31,Retail,516382755.37,400232621.16,95052599.29,3988095.68,25607678.29,73588039.57,13245847.122599998,25509113.1,3.45,0.0496,23.83,988.32,13.1,-1.52,6.89,7.84,1
C1630,2021-06-30,Healthcare,883702473.65,96728909.93,39726582.17,38290292.79,99128835.36,364939223.75,62039668.0375,99115963.73,0.12,0.1122,1.04,912.05,59.49,4.28,9.22,7.04,0
C4651,2022-12-31,Manufacturing,373549857.0,194818953.92,6995202.93,2416610.57,4944976.63,137397915.76,16487749.8912,5012271.96,1.09,0.0132,2.89,421.59,54.26,-1.68,6.7,7.61,0
C3390,2016-09-30,Energy,56590074.99,19749038.83,20671332.94,20353441.44,6036299.31,8539941.17,853994.1170000001,6075264.73,0.54,0.1067,1.02,56.52,23.11,5.33,4.73,4.5,0
C5689,2016-09-30,Finance,958507248.86,282268956.16,463696145.92,267310798.76,132056317.87,436030092.06,130809027.618,132146128.13,0.42,0.1378,1.73,450.3,44.64,0.83,6.49,4.66,0
